loc,lastmod,image,image_loc,image_title,image_caption,sitemap,etag,sitemap_last_modified,sitemap_size_mb,download_date
https://www.masakapahariini.com/resep/resep-quinoa-dan-couscous/,2019-11-27 10:49:48+00:00,"
			",https://www.masakapahariini.com/wp-content/uploads/2019/08/shutterstock_1384068995.jpg,resep-quinoa,Resep quinoa dan couscous salad.,https://www.masakapahariini.com/recipe-sitemap1.xml,"""c0e69888f7a307d9ef256a79ffd3c5c9""",2022-07-21 07:52:27+00:00,0.42832469940185547,2022-07-21 07:52:27.669552+00:00
https://www.masakapahariini.com/resep/cara-membuat-semur-ayam-bangka/,2019-12-02 03:00:54+00:00,"
			",https://www.masakapahariini.com/wp-content/uploads/2019/11/cara-membuat-semur-ayam-bangka.jpg,cara-membuat-semur-ayam-bangka,Hasil dari cara membuat semur ayam Bangka tersaji di atas piring.,https://www.masakapahariini.com/recipe-sitemap1.xml,"""c0e69888f7a307d9ef256a79ffd3c5c9""",2022-07-21 07:52:27+00:00,0.42832469940185547,2022-07-21 07:52:27.669552+00:00
https://www.masakapahariini.com/resep/resep-ayam-masak-kecap-gurih/,2019-12-02 06:17:21+00:00,"
			",https://www.masakapahariini.com/wp-content/uploads/2019/10/shutterstock_352227701.jpg,resep-ayam-masak-kecap-gurih,Sepiring ayam masak kecap yang ideal untuk mendampingi nasi hangat.,https://www.masakapahariini.com/recipe-sitemap1.xml,"""c0e69888f7a307d9ef256a79ffd3c5c9""",2022-07-21 07:52:27+00:00,0.42832469940185547,2022-07-21 07:52:27.669552+00:00
https://www.masakapahariini.com/resep/resep-pempek-udang-saus-bumbu-rujak/,2019-12-02 07:05:07+00:00,"
			",https://www.masakapahariini.com/wp-content/uploads/2018/10/pempek-udang-MAHI-7.jpg,pempek-udang-MAHI (7),pempek udang dicelup ke dalam kuah cuko,https://www.masakapahariini.com/recipe-sitemap1.xml,"""c0e69888f7a307d9ef256a79ffd3c5c9""",2022-07-21 07:52:27+00:00,0.42832469940185547,2022-07-21 07:52:27.669552+00:00
https://www.masakapahariini.com/resep/resep-satai-pentul-kambing/,2019-12-02 08:10:52+00:00,"
			",https://www.masakapahariini.com/wp-content/uploads/2018/08/satai-pentul-kambing.jpg,satai-pentul-kambing,satai pentul kambing,https://www.masakapahariini.com/recipe-sitemap1.xml,"""c0e69888f7a307d9ef256a79ffd3c5c9""",2022-07-21 07:52:27+00:00,0.42832469940185547,2022-07-21 07:52:27.669552+00:00
https://www.masakapahariini.com/resep/cara-membuat-ayam-bakar-manado/,2019-12-09 08:00:15+00:00,"
			",https://www.masakapahariini.com/wp-content/uploads/2019/12/cara-membuat-ayam-bakar-manado.jpg,cara-membuat-ayam-bakar-manado,Hasil dari cara membuat ayam bakar Manado.,https://www.masakapahariini.com/recipe-sitemap1.xml,"""c0e69888f7a307d9ef256a79ffd3c5c9""",2022-07-21 07:52:27+00:00,0.42832469940185547,2022-07-21 07:52:27.669552+00:00
https://www.masakapahariini.com/resep/resep-bebek-kuah-semur-kelapa/,2019-12-03 08:41:51+00:00,"
			",https://www.masakapahariini.com/wp-content/uploads/2019/11/shutterstock_341813042.jpg,resep-bebek-kuah-semur-kelapa,Hasil dari resep bebek kuah semur kelapa di piring di atas meja.,https://www.masakapahariini.com/recipe-sitemap1.xml,"""c0e69888f7a307d9ef256a79ffd3c5c9""",2022-07-21 07:52:27+00:00,0.42832469940185547,2022-07-21 07:52:27.669552+00:00
https://www.masakapahariini.com/resep/resep-sup-leher-ayam/,2019-12-05 13:41:02+00:00,"
			",https://www.masakapahariini.com/wp-content/uploads/2019/07/sup-leher-ayam.jpg,sup-leher-ayam,Semangkuk sup leher ayam yang lezat.,https://www.masakapahariini.com/recipe-sitemap1.xml,"""c0e69888f7a307d9ef256a79ffd3c5c9""",2022-07-21 07:52:27+00:00,0.42832469940185547,2022-07-21 07:52:27.669552+00:00
https://www.masakapahariini.com/resep/resep-ayam-kemangi-goreng/,2019-12-10 03:00:39+00:00,"
			",https://www.masakapahariini.com/wp-content/uploads/2019/12/Ayam-Kemangi-.jpg,resep-ayam-kemangi-goreng,Hasil uji coba resep ayam kemangi di piring putih.,https://www.masakapahariini.com/recipe-sitemap1.xml,"""c0e69888f7a307d9ef256a79ffd3c5c9""",2022-07-21 07:52:27+00:00,0.42832469940185547,2022-07-21 07:52:27.669552+00:00
https://www.masakapahariini.com/resep/resep-ayam-panggang-kecap/,2019-12-06 10:44:00+00:00,"
			",https://www.masakapahariini.com/wp-content/uploads/2019/11/ayam-panggang-kecap.jpg,ayam-panggang-kecap,Ayam panggang kecap tersaji di atas piring batu.,https://www.masakapahariini.com/recipe-sitemap1.xml,"""c0e69888f7a307d9ef256a79ffd3c5c9""",2022-07-21 07:52:27+00:00,0.42832469940185547,2022-07-21 07:52:27.669552+00:00
https://www.masakapahariini.com/resep/resep-sup-ayam-pedas-jamur/,2019-12-06 12:48:10+00:00,"
			",https://www.masakapahariini.com/wp-content/uploads/2019/08/Sup-Ayam-Pedas.jpg,sup-ayam-pedas-jamur,Sup ayam pedas jamur hangat tersaji.,https://www.masakapahariini.com/recipe-sitemap1.xml,"""c0e69888f7a307d9ef256a79ffd3c5c9""",2022-07-21 07:52:27+00:00,0.42832469940185547,2022-07-21 07:52:27.669552+00:00
https://www.masakapahariini.com/resep/resep-jamur-crispy-saus-padang/,2019-12-06 13:37:12+00:00,"
			",https://www.masakapahariini.com/wp-content/uploads/2019/07/8.jpg,resep-jamur-crispy-tersaji,Resep jamur crispy siap dinikmati.,https://www.masakapahariini.com/recipe-sitemap1.xml,"""c0e69888f7a307d9ef256a79ffd3c5c9""",2022-07-21 07:52:27+00:00,0.42832469940185547,2022-07-21 07:52:27.669552+00:00
https://www.masakapahariini.com/resep/resep-daging-kambing-masak-santan/,2019-12-12 10:15:06+00:00,"
			",https://www.masakapahariini.com/wp-content/uploads/2019/10/daging-kambing-masak-santan.jpg,daging-kambing-masak-santan,Daging kambing masak santan dan rempah tersaji di atas mangkuk.,https://www.masakapahariini.com/recipe-sitemap1.xml,"""c0e69888f7a307d9ef256a79ffd3c5c9""",2022-07-21 07:52:27+00:00,0.42832469940185547,2022-07-21 07:52:27.669552+00:00
https://www.masakapahariini.com/resep/resep-panada-khas-manado/,2019-12-12 11:02:12+00:00,"
			",https://www.masakapahariini.com/wp-content/uploads/2019/09/7.jpg,panada-dinikmati,Panada yang baru digoreng tengah dibelah dua oleh tangan dan siap dinikmati.,https://www.masakapahariini.com/recipe-sitemap1.xml,"""c0e69888f7a307d9ef256a79ffd3c5c9""",2022-07-21 07:52:27+00:00,0.42832469940185547,2022-07-21 07:52:27.669552+00:00
https://www.masakapahariini.com/resep/resep-semur-hati-sapi/,2019-12-12 12:38:17+00:00,"
			",https://www.masakapahariini.com/wp-content/uploads/2019/08/semur-hati-sapi-shutterstock_306053162.jpg,Resep Semur Hati Sapi Kuah Gurih Masak Apa Hari Ini,Resep Semur Hati Sapi Kuah Gurih,https://www.masakapahariini.com/recipe-sitemap1.xml,"""c0e69888f7a307d9ef256a79ffd3c5c9""",2022-07-21 07:52:27+00:00,0.42832469940185547,2022-07-21 07:52:27.669552+00:00
https://www.masakapahariini.com/resep/resep-ayam-opor-tanpa-santan/,2019-12-13 12:16:46+00:00,"
			",https://www.masakapahariini.com/wp-content/uploads/2018/05/resep_ayam_opor_MAHI_FI.jpg,resep_ayam_opor_MAHI_FI,Semangkuk opor ayam tanpa santan di atas napkin cokelat,https://www.masakapahariini.com/recipe-sitemap1.xml,"""c0e69888f7a307d9ef256a79ffd3c5c9""",2022-07-21 07:52:27+00:00,0.42832469940185547,2022-07-21 07:52:27.669552+00:00
https://www.masakapahariini.com/resep/resep-bubur-ayam-bulgogi/,2019-12-13 13:50:25+00:00,"
			",https://www.masakapahariini.com/wp-content/uploads/2018/04/bubur-ayam-bulgogi-MAHI-1.jpg,resep-bubur-ayam-bulgogi-MAHI-menu-sahur-praktis,"Resep bubur ayam gaya Korea, cocok untuk kapan saja termasuk sebagai menu sahur praktis.",https://www.masakapahariini.com/recipe-sitemap1.xml,"""c0e69888f7a307d9ef256a79ffd3c5c9""",2022-07-21 07:52:27+00:00,0.42832469940185547,2022-07-21 07:52:27.669552+00:00
https://www.masakapahariini.com/resep/sup-bola-daging-sapi/,2019-12-16 06:59:36+00:00,"
			",https://www.masakapahariini.com/wp-content/uploads/2019/04/Sup-bola-daging.jpg,Sup bola daging sapi,Sup Bola Daging Sapi tersaji.,https://www.masakapahariini.com/recipe-sitemap1.xml,"""c0e69888f7a307d9ef256a79ffd3c5c9""",2022-07-21 07:52:27+00:00,0.42832469940185547,2022-07-21 07:52:27.669552+00:00
https://www.masakapahariini.com/resep/resep-ayam-kurma/,2019-12-16 07:14:36+00:00,"
			",https://www.masakapahariini.com/wp-content/uploads/2019/05/5-2.jpg,ayam-kurma-dinikmati,Ayam kurma tengah dinikmati.,https://www.masakapahariini.com/recipe-sitemap1.xml,"""c0e69888f7a307d9ef256a79ffd3c5c9""",2022-07-21 07:52:27+00:00,0.42832469940185547,2022-07-21 07:52:27.669552+00:00
https://www.masakapahariini.com/resep/resep-daging-masak-kecap/,2019-12-25 02:21:16+00:00,"
			",https://www.masakapahariini.com/wp-content/uploads/2019/12/daging-masak-kecap.jpg,daging-masak-kecap,Daging masak kecap disajikan dalam mangkuk dan dikelilingi oleh rempah-rempah.,https://www.masakapahariini.com/recipe-sitemap1.xml,"""c0e69888f7a307d9ef256a79ffd3c5c9""",2022-07-21 07:52:27+00:00,0.42832469940185547,2022-07-21 07:52:27.669552+00:00
https://www.masakapahariini.com/resep/resep-cumi-masak-pedas/,2019-12-27 07:22:46+00:00,"
			",https://www.masakapahariini.com/wp-content/uploads/2019/05/cumi-masak-pedas-1.jpg,cumi-masak-pedas,Cumi masak pedas siap disantap.,https://www.masakapahariini.com/recipe-sitemap1.xml,"""c0e69888f7a307d9ef256a79ffd3c5c9""",2022-07-21 07:52:27+00:00,0.42832469940185547,2022-07-21 07:52:27.669552+00:00
https://www.masakapahariini.com/resep/resep-semur-kambing-cincang-gulung/,2020-01-03 07:17:01+00:00,"
			",https://www.masakapahariini.com/wp-content/uploads/2020/01/semur-kambing-gulung.jpg,semur-kambing-cincang,Semur kambing cincang gulung dalam wadah putih dengan kecap bango di belakangnya.,https://www.masakapahariini.com/recipe-sitemap1.xml,"""c0e69888f7a307d9ef256a79ffd3c5c9""",2022-07-21 07:52:27+00:00,0.42832469940185547,2022-07-21 07:52:27.669552+00:00
https://www.masakapahariini.com/resep/resep-pallu-camba/,2020-01-07 04:41:24+00:00,"
			",https://www.masakapahariini.com/wp-content/uploads/2020/01/pallu-camba.jpg,pallu-camba-1,Sepiring berisi pallu camba khas Makassar.,https://www.masakapahariini.com/recipe-sitemap1.xml,"""c0e69888f7a307d9ef256a79ffd3c5c9""",2022-07-21 07:52:27+00:00,0.42832469940185547,2022-07-21 07:52:27.669552+00:00
https://www.masakapahariini.com/resep/resep-gado-gado-surabaya/,2020-01-14 10:20:50+00:00,"
			",https://www.masakapahariini.com/wp-content/uploads/2018/11/4.jpg,gado-gado surabaya 5,gado-gado surabaya dengan siraman sambal kacang,https://www.masakapahariini.com/recipe-sitemap1.xml,"""c0e69888f7a307d9ef256a79ffd3c5c9""",2022-07-21 07:52:27+00:00,0.42832469940185547,2022-07-21 07:52:27.669552+00:00
https://www.masakapahariini.com/resep/resep-semur-ikan-kakap-asam-manis/,2020-01-17 03:24:41+00:00,"
			",https://www.masakapahariini.com/wp-content/uploads/2019/06/semur-ikan-kakap-asam-manis.jpg,semur-ikan-kakap-asam-manis,Nikmati Semur Ikan Kakap Asam Manis selagi hangat.,https://www.masakapahariini.com/recipe-sitemap1.xml,"""c0e69888f7a307d9ef256a79ffd3c5c9""",2022-07-21 07:52:27+00:00,0.42832469940185547,2022-07-21 07:52:27.669552+00:00
https://www.masakapahariini.com/resep/resep-ikan-goreng-saus-leci/,2020-01-17 03:26:40+00:00,"
			",https://www.masakapahariini.com/wp-content/uploads/2019/08/ikan-goreng-saus-leci.jpg,ikan-goreng-saus-leci,Sepiring ikan goreng saus leci yang siap disantap.,https://www.masakapahariini.com/recipe-sitemap1.xml,"""c0e69888f7a307d9ef256a79ffd3c5c9""",2022-07-21 07:52:27+00:00,0.42832469940185547,2022-07-21 07:52:27.669552+00:00
https://www.masakapahariini.com/resep/resep-sate-brutu/,2020-02-07 04:33:00+00:00,"
			",https://www.masakapahariini.com/wp-content/uploads/2019/10/sate-brutu-1.jpg,sate brutu,Satu piring besar sate brutu dengan selada.,https://www.masakapahariini.com/recipe-sitemap1.xml,"""c0e69888f7a307d9ef256a79ffd3c5c9""",2022-07-21 07:52:27+00:00,0.42832469940185547,2022-07-21 07:52:27.669552+00:00
https://www.masakapahariini.com/resep/resep-kambing-masak-asam-pedas/,2020-02-07 04:43:34+00:00,"
			",https://www.masakapahariini.com/wp-content/uploads/2018/08/kambing-masak-asam-pedas-MAHI.jpg,kambing-masak-asam-pedas-MAHI,kambing masak asam pedas,https://www.masakapahariini.com/recipe-sitemap1.xml,"""c0e69888f7a307d9ef256a79ffd3c5c9""",2022-07-21 07:52:27+00:00,0.42832469940185547,2022-07-21 07:52:27.669552+00:00
https://www.masakapahariini.com/resep/resep-opor-telur-kuning/,2020-02-07 04:57:48+00:00,"
			",https://www.masakapahariini.com/wp-content/uploads/2019/02/opor-telur-kuning-6.jpg,opor-telur-kuning (6),Opor Telur Kuning tengah dinikmati.,https://www.masakapahariini.com/recipe-sitemap1.xml,"""c0e69888f7a307d9ef256a79ffd3c5c9""",2022-07-21 07:52:27+00:00,0.42832469940185547,2022-07-21 07:52:27.669552+00:00
https://www.masakapahariini.com/resep/cara-membuat-gulai-ikan-kakap/,2020-02-07 06:46:15+00:00,"
			",https://www.masakapahariini.com/wp-content/uploads/2019/07/7-2.jpg,cara-membuat-gulai-ikan-santap,Gulai ikan kakap tengah dinikmati.,https://www.masakapahariini.com/recipe-sitemap1.xml,"""c0e69888f7a307d9ef256a79ffd3c5c9""",2022-07-21 07:52:27+00:00,0.42832469940185547,2022-07-21 07:52:27.669552+00:00
https://www.masakapahariini.com/resep/resep-udang-tabur-sereal/,2020-02-10 04:11:28+00:00,"
			",https://www.masakapahariini.com/wp-content/uploads/2018/05/SS-UDANG-TABUR-SEREAL-STEP-7b-copy.jpg,Resep Udang Tabur Sereal,Resep Udang Tabur Sereal - Tampilan akhir,https://www.masakapahariini.com/recipe-sitemap1.xml,"""c0e69888f7a307d9ef256a79ffd3c5c9""",2022-07-21 07:52:27+00:00,0.42832469940185547,2022-07-21 07:52:27.669552+00:00
https://www.masakapahariini.com/resep/resep-cumi-goreng-saus-asam-manis/,2020-02-10 06:57:07+00:00,"
			",https://www.masakapahariini.com/wp-content/uploads/2019/01/cumi-goreng-saus-asam-manis.jpg,cumi-goreng-saus-asam-manis,Cumi goreng saus asam manis tersaji bersama minuman.,https://www.masakapahariini.com/recipe-sitemap1.xml,"""c0e69888f7a307d9ef256a79ffd3c5c9""",2022-07-21 07:52:27+00:00,0.42832469940185547,2022-07-21 07:52:27.669552+00:00
https://www.masakapahariini.com/resep/resep-tahu-goreng-ngohiang/,2020-02-10 07:48:46+00:00,"
			",https://www.masakapahariini.com/wp-content/uploads/2019/02/tahu-goreng-ngohiang.jpg,tahu-goreng-ngohiang,Tahu goreng ngohiang siap untuk disantap.,https://www.masakapahariini.com/recipe-sitemap1.xml,"""c0e69888f7a307d9ef256a79ffd3c5c9""",2022-07-21 07:52:27+00:00,0.42832469940185547,2022-07-21 07:52:27.669552+00:00
https://www.masakapahariini.com/resep/resep-pepes-pindang-tahu-kemangi/,2020-02-10 08:48:09+00:00,"
			",https://www.masakapahariini.com/wp-content/uploads/2019/02/pepes-pindang-tahu-kemangi.jpg,pepes-pindang-tahu-kemangi,Pepes pindang tahu kemangi siap dinikmati.,https://www.masakapahariini.com/recipe-sitemap1.xml,"""c0e69888f7a307d9ef256a79ffd3c5c9""",2022-07-21 07:52:27+00:00,0.42832469940185547,2022-07-21 07:52:27.669552+00:00
https://www.masakapahariini.com/resep/resep-mie-koclok-cirebon/,2020-02-10 08:54:48+00:00,"
			",https://www.masakapahariini.com/wp-content/uploads/2019/02/mie-koclok-cirebon.jpg,mie-koclok-cirebon,Mie Koclok disajikan dalam mangkuk kayu.,https://www.masakapahariini.com/recipe-sitemap1.xml,"""c0e69888f7a307d9ef256a79ffd3c5c9""",2022-07-21 07:52:27+00:00,0.42832469940185547,2022-07-21 07:52:27.669552+00:00
https://www.masakapahariini.com/resep/resep-sambal-tumpang-tempe/,2020-02-10 11:35:47+00:00,"
			",https://www.masakapahariini.com/wp-content/uploads/2018/07/sambal_tumpang_tempe_MAHI.jpg,sambal_tumpang_tempe_MAHI,sambal tumpang tempe,https://www.masakapahariini.com/recipe-sitemap1.xml,"""c0e69888f7a307d9ef256a79ffd3c5c9""",2022-07-21 07:52:27+00:00,0.42832469940185547,2022-07-21 07:52:27.669552+00:00
https://www.masakapahariini.com/resep/resep-tengkleng-klewer/,2020-02-10 19:28:17+00:00,"
			",https://www.masakapahariini.com/wp-content/uploads/2018/08/tengkleng-klewer.jpg,tengkleng-klewer,tengkleng klewer,https://www.masakapahariini.com/recipe-sitemap1.xml,"""c0e69888f7a307d9ef256a79ffd3c5c9""",2022-07-21 07:52:27+00:00,0.42832469940185547,2022-07-21 07:52:27.669552+00:00
https://www.masakapahariini.com/resep/resep-ikan-bandeng-bumbu-rujak/,2020-02-10 19:35:10+00:00,"
			",https://www.masakapahariini.com/wp-content/uploads/2018/12/ikan-bandeng-bumbu-rujak-8-e1549005496797.jpg,ikan-bandeng-bumbu-rujak (8),Ikan bandeng bumbu rujak tersaji di atas piring putih.,https://www.masakapahariini.com/recipe-sitemap1.xml,"""c0e69888f7a307d9ef256a79ffd3c5c9""",2022-07-21 07:52:27+00:00,0.42832469940185547,2022-07-21 07:52:27.669552+00:00
https://www.masakapahariini.com/resep/resep-nasi-goreng-cabe-hijau/,2020-02-11 06:49:50+00:00,"
			",https://www.masakapahariini.com/wp-content/uploads/2018/08/nasi-goreng-cabe-hijau-MAHI.jpg,nasi-goreng-cabe-hijau-MAHI,nasi goreng cabe hijau,https://www.masakapahariini.com/recipe-sitemap1.xml,"""c0e69888f7a307d9ef256a79ffd3c5c9""",2022-07-21 07:52:27+00:00,0.42832469940185547,2022-07-21 07:52:27.669552+00:00
https://www.masakapahariini.com/resep/resep-rendang-daun-singkong/,2020-02-11 08:55:43+00:00,"
			",https://www.masakapahariini.com/wp-content/uploads/2019/04/rendang-daun-singkong.jpg,rendang-daun-singkong,Rendang Daun Singkong siap untuk dinikmati.,https://www.masakapahariini.com/recipe-sitemap1.xml,"""c0e69888f7a307d9ef256a79ffd3c5c9""",2022-07-21 07:52:27+00:00,0.42832469940185547,2022-07-21 07:52:27.669552+00:00
https://www.masakapahariini.com/resep/resep-soto-buntut-bakar/,2020-02-11 09:47:29+00:00,"
			",https://www.masakapahariini.com/wp-content/uploads/2019/04/soto-buntut-bakar.jpg,soto-buntut-bakar,Soto Buntut Bakar tersaji di atas piring putih.,https://www.masakapahariini.com/recipe-sitemap1.xml,"""c0e69888f7a307d9ef256a79ffd3c5c9""",2022-07-21 07:52:27+00:00,0.42832469940185547,2022-07-21 07:52:27.669552+00:00
https://www.masakapahariini.com/resep/resep-tongseng-daging-sapi/,2020-02-11 10:08:32+00:00,"
			",https://www.masakapahariini.com/wp-content/uploads/2018/09/tongseng-daging-sapi.jpg,tongseng-daging-sapi,tongseng daging sapi,https://www.masakapahariini.com/recipe-sitemap1.xml,"""c0e69888f7a307d9ef256a79ffd3c5c9""",2022-07-21 07:52:27+00:00,0.42832469940185547,2022-07-21 07:52:27.669552+00:00
https://www.masakapahariini.com/resep/resep-sup-makaroni-nanas/,2020-02-11 12:05:46+00:00,"
			",https://www.masakapahariini.com/wp-content/uploads/2019/04/sup-makaroni-nanas.jpg,sup-makaroni-nanas,Sup makaroni nanas tersaji di dalam mangkuk.,https://www.masakapahariini.com/recipe-sitemap1.xml,"""c0e69888f7a307d9ef256a79ffd3c5c9""",2022-07-21 07:52:27+00:00,0.42832469940185547,2022-07-21 07:52:27.669552+00:00
https://www.masakapahariini.com/resep/resep-rendang-ikan-tongkol/,2020-02-13 05:42:33+00:00,"
			",https://www.masakapahariini.com/wp-content/uploads/2019/01/rendang-ikan-tongkol-MAHI-4.jpg,rendang-ikan-tongkol-MAHI (4),Rendang ikan tongkol siap untuk dinikmati.,https://www.masakapahariini.com/recipe-sitemap1.xml,"""c0e69888f7a307d9ef256a79ffd3c5c9""",2022-07-21 07:52:27+00:00,0.42832469940185547,2022-07-21 07:52:27.669552+00:00
https://www.masakapahariini.com/resep/resep-rawon-ayam/,2020-02-13 06:52:00+00:00,"
			",https://www.masakapahariini.com/wp-content/uploads/2019/03/rawon-ayam.jpg,rawon-ayam,Rawon Ayam tersaji dengan pelengkap.,https://www.masakapahariini.com/recipe-sitemap1.xml,"""c0e69888f7a307d9ef256a79ffd3c5c9""",2022-07-21 07:52:27+00:00,0.42832469940185547,2022-07-21 07:52:27.669552+00:00
https://www.masakapahariini.com/resep/resep-ayam-goreng-sambal-cibiuk/,2020-02-13 10:35:17+00:00,"
			",https://www.masakapahariini.com/wp-content/uploads/2019/10/ayam-goreng-cibiuk.jpg,ayam-goreng-sambal-cibiuk,Beberapa potongan ayam goreng sambal Cibiuk di atas piring kayu,https://www.masakapahariini.com/recipe-sitemap1.xml,"""c0e69888f7a307d9ef256a79ffd3c5c9""",2022-07-21 07:52:27+00:00,0.42832469940185547,2022-07-21 07:52:27.669552+00:00
https://www.masakapahariini.com/resep/resep-salad-mangga/,2020-02-13 12:21:00+00:00,"
			",https://www.masakapahariini.com/wp-content/uploads/2019/07/salad-mangga.jpg,salad-mangga,Salad mangga a la Thai tersaji.,https://www.masakapahariini.com/recipe-sitemap1.xml,"""c0e69888f7a307d9ef256a79ffd3c5c9""",2022-07-21 07:52:27+00:00,0.42832469940185547,2022-07-21 07:52:27.669552+00:00
https://www.masakapahariini.com/resep/resep-ayam-kecap-cabai-hijau/,2020-02-20 05:24:46+00:00,"
			",https://www.masakapahariini.com/wp-content/uploads/2019/07/ayam-kecap-cabai-hijau.jpg,ayam-kecap-cabai-hijau,Satu piring paha ayam kecap cabai hijau.,https://www.masakapahariini.com/recipe-sitemap1.xml,"""c0e69888f7a307d9ef256a79ffd3c5c9""",2022-07-21 07:52:27+00:00,0.42832469940185547,2022-07-21 07:52:27.669552+00:00
https://www.masakapahariini.com/resep/resep-ayam-kecap-jeruk-limau/,2020-02-20 05:27:11+00:00,"
			",https://www.masakapahariini.com/wp-content/uploads/2018/10/ayam-kecap-jeruk-limau.jpg,ayam-kecap-jeruk-limau,ayam kecap jeruk limau,https://www.masakapahariini.com/recipe-sitemap1.xml,"""c0e69888f7a307d9ef256a79ffd3c5c9""",2022-07-21 07:52:27+00:00,0.42832469940185547,2022-07-21 07:52:27.669552+00:00
