title,ingredients,step
"['Resep Rendang Ayam Khas Minang, Bawaannya Bikin Pengen Nambah Terus']","['\n1\n\n                        ekor ayam kampung, potong 8 bagian                        \n', '\n200\n\n                        g kentang rendang                        \n', '\n600\n\n                        ml santan encer                        \n', '\n500\n\n                        ml santan kental                        \n', '\n4\n\n                        batang serai, memarkan                        \n', '\n2\n\n                        lembar daun kunyit                        \n', '\n8\n\n                        lembar daun jeruk                        \n', '\n2\n\n                        butir kapulaga                        \n', '\n3\n\n                        butir cengkih                        \n', '\n3\n\n                        cm kayu manis                        \n', '\n1\n\n                        buah asam kandis                        \n', '\n1\n\n                        sdm Royco Kaldu Ayam \n', '\n200\n\n                        g cabai merah keriting                        \n', '\n150\n\n                        g bawang merah                        \n', '\n6\n\n                        siung bawang putih                        \n', '\n3\n\n                        cm jahe                        \n', '\n3\n\n                        cm lengkuas                        \n', '\n1\n\n                        sdm garam                        \n']","['\nMasukkan daging ayam, santan encer, bumbu halus, santan, serai, daun kunyit, daun jeruk, kapulaga, cengkih, dan kayu manis ke dalam wajan. Masak di atas api sedang sambil sesekali diaduk hingga mendidih.\n', '\nMasukkan kentang, masak terus sambil diaduk sesekali hingga daging ayam setengah matang. Tambahkan santan kental dan Royco Kaldu Ayam.\n', '\nTeruskan memasak di atas api kecil sambil diaduk supaya santan tidak pecah. Masak hingga santannya mengering dan berminyak.\n', '\nAngkat. Sajikan.\n']"
"['Resep Kolak Pisang Ubi Ungu, Sedap Disajikan Hangat atau Dingin']","['\n400\n\n                        ml susu rendah lemak                        \n', '\n400\n\n                        ml santan encer                        \n', '\n¼\n\n                        sdt garam                        \n', '\n3\n\n                        lembar daun pandan, ikat simpul                        \n', '\n100\n\n                        g gula aren, sisir                        \n', '\n3\n\n                        buah pisang tanduk, kupas, potong 3 cm                        \n', '\n2\n\n                        buah ubi ungu, kupas, potong kotak 3 cm                        \n', '\n1\n\n                        sdm Bango Kecap Manis \n', '\n200\n\n                        g kolang kaling, cuci bersih                        \n']","['\nMasak santan bersama susu, daun pandan, dan garam di atas api sedang. Masak sambil diaduk hingga mendidih. Kecilkan api.\n', '\nMasukkan ubi, masak hingga setengah matang sambil teruskan sesekali mengaduk supaya santan tidak pecah.\n', '\nTambahkan Bango Kecap Manis, pisang dan kolang kaling, masak sambil diaduk hingga pisang empuk. Angkat. Sajikan.\n']"
"['Resep Laksa Betawi, Hidangan Komplet dengan Kuah Santan yang Kaya Rasa']","['\n½\n\n                        ekor ayam kampung, buang kulitnya                        \n', '\n1200\n\n                        ml air, untuk merebus                        \n', '\n250\n\n                        g udang kupas                        \n', '\n2\n\n                        batang serai, memarkan                        \n', '\n2\n\n                        lembar daun jeruk                        \n', '\n1\n\n                        sdt Royco Kaldu Ayam \n', '\n200\n\n                        ml susu rendah lemak                        \n', '\n65\n\n                        ml santan instan                        \n', '\n2\n\n                        sdm minyak, untuk menumis                        \n', '\n8\n\n                        butir bawang merah                        \n', '\n4\n\n                        siung bawang putih                        \n', '\n4\n\n                        butir kemiri, sangrai                        \n', '\n4\n\n                        cm kunyit                        \n', '\n1\n\n                        sdt ketumbar butiran                        \n', '\n¼\n\n                        sdt jintan bubuk                        \n', '\n1\n\n                        sdm ebi                        \n', '\n1\n\n                        sdt garam                        \n', '\n200\n\n                        g bihun kering, seduh air panas, tiriskan                        \n', '\n100\n\n                        g taoge, seduh air panas, tiriskan                        \n', '\n4\n\n                        butir telur rebus, belah 2                        \n', '\n\n\n                        daun kemangi                        \n', '\n\n\n                        bawang goreng                        \n', '\n\n\n                        sambal rawit                        \n', '\n\n\n                        jeruk Limau                        \n', '\n\n\nBango Kecap Manis \n']","['\nRebus daging ayam hingga empuk. Angkat. Suwir-suwir dagingnya. Sisihkan kaldunya.\n', '\nPanaskan minyak, tumis bumbu halus, serai, dan daun jeruk hingga harum. Angkat.\n', '\nPanaskan\u202fkaldu ayam, masukkan bumbu yang telah ditumis, santan, susu, aduk rata.\n\xa0\n', '\nMasukkan\u202fudang\u202fdan\u202fRoyco\u202fKaldu\u202fAyam,\u202faduk \u202fhingga\u202fmendidih. Angkat. Sisihkan.\n', '\nSiapkan mangkuk saji, isi dengan bihun, ayam suwir, taoge, dan telur rebus. Tuang kuah laksa beserta udang. Sajikan dengan semua bahan pelengkap termasuk\xa0Bango Kecap Manis.\n']"
['Resep Lontong Kikil Khas Surabaya yang Medok dan Mantap'],"['\n500\n\n                        g kikil sapi, rebus, potong-potong                        \n', '\n400\n\n                        g daging sapi bagian sengkel, potong-potong                        \n', '\n2\n\n                        batang daun bawang, potong 2 cm                        \n', '\n2\n\n                        batang serai, memarkan                        \n', '\n3\n\n                        lembar daun jeruk                        \n', '\n2\n\n                        sdm Bango Kecap Manis \n', '\n1\n\n                        sdm Royco Kaldu Sapi \n', '\n2\n\n                        L air                        \n', '\n4\n\n                        buah lontong siap santap                        \n', '\n3\n\n                        sdm minyak, untuk menumis                        \n', '\n8\n\n                        butir bawang merah                        \n', '\n4\n\n                        siung bawang putih                        \n', '\n5\n\n                        butir kemiri, sangrai                        \n', '\n3\n\n                        buah cabai merah                        \n', '\n3\n\n                        cm kunyit                        \n', '\n3\n\n                        cm jahe                        \n', '\n1\n\n                        cm temu kunci                        \n', '\n1\n\n                        cm kencur                        \n', '\n1\n\n                        sdt ketumbar bubuk                        \n', '\n1\n\n                        sdt garam                        \n', '\n½\n\n                        sdt jintan bubuk                        \n', '\n\n\n                        jeruk nipis                        \n', '\n\n\n                        sambal rawit merah                        \n', '\n\n\n                        bawang merah goreng                        \n', '\n\n\n                        daun bawang, iris tipis                        \n']","['\nRebus kikil, daging sengkel, daun bawang, daun jeruk, dan serai hingga mendidih. Kecilkan api, sisihkan.\n', '\nPanaskan minyak, tumis bumbu halus hingga harum. Angkat. Masukkan ke dalam rebusan kikil. Tambahkan Royco Kaldu Sapi dan Bango Kecap Manis, aduk. Masak hingga meresap dan kikil beserta daging empuk. Angkat.\n', '\nSiapkan mangkuk saji yang sudah diisi dengan potongan lontong. Masukkan kikil dan daging. Tuang kuahnya. Sajikan bersama pelengkap.\n']"
"['Resep Gulai Belacan Khas Riau, Unik dan Rasanya Mantap']","['\n800\n\n                        g udang ukuran sedang atau besar, cuci bersih                        \n', '\n400\n\n                        ml susu cair rendah lemak                        \n', '\n300\n\n                        ml santan kental                        \n', '\n1\n\n                        sdm asam jawa, larutkan dengan 2 sdm air                        \n', '\n4\n\n                        lembar daun jeruk                        \n', '\n1\n\n                        sdt Royco Kaldu Jamur \n', '\n1\n\n                        sdt merica putih bubuk                        \n', '\n1\n\n                        sdm Bango Kecap Manis Light \n', '\n3\n\n                        sdm minyak, untuk menumis                        \n', '\n15\n\n                        butir bawang merah                        \n', '\n10\n\n                        buah cabai rawit merah                        \n', '\n6\n\n                        butir kemiri                        \n', '\n5\n\n                        siung bawang putih                        \n', '\n1\n\n                        sdm terasi                        \n', '\n1\n\n                        sdt garam                        \n']","['\nPanaskan minyak, tumis bumbu halus dan daun jeruk hingga harum. Tuang santan encer, merica, dan air asam jawa. Masak hingga mendidih.\n', '\nTuang susu dan Royco Kaldu Jamur. Masak hingga santan mendidih.\n', '\nMasukkan udang dan Bango Kecap Manis Light, aduk. Masak hingga udang matang. Angkat.\n', '\nSajikan.\n']"
"['Resep Tempe Mendoan Sambal Kecap, Jodoh Sejatinya Sroto Banyumas']","['\n400\n\n                        g tempe                        \n', '\n\n\n                        minyak, untuk menggoreng                        \n', '\n1\n\n                        sdt Royco Kaldu Ayam \n', '\n1\n\n                        sdm ketumbar bubuk                        \n', '\n5\n\n                        siung bawang putih, haluskan                        \n', '\n300\n\n                        ml air                        \n', '\n250\n\n                        g tepung terigu                        \n', '\n1\n\n                        sdm tepung tapioka                        \n', '\n400\n\n                        ml air                        \n', '\n1\n\n                        batang daun bawang, iris tipis                        \n', '\n1\n\n                        sdt Royco Kaldu Ayam \n', '\n5\n\n                        buah cabai rawit merah                        \n', '\n2\n\n                        siung bawang putih                        \n', '\n2\n\n                        butir bawang merah                        \n', '\n½\n\n                        sdt garam                        \n', '\n7\n\n                        sdm Bango Kecap Manis \n', '\n1\n\n                        buah tomat, potong dadu kecil                        \n']","['\nBelah tempe menjadi dua bagian, lalu iris tipis. Celupkan ke dalam bumbu perendam. Diamkan selama 1 jam. Sisihkan.\n', '\nAdonan tepung: Campur tepung terigu, tepung tapioka, dan Royco Kaldu Ayam. Tuang air sambil terus diaduk hingga adonan tercampur rata dan tidak menggumpal. Tambahkan daun bawang, aduk. Sisihkan.\n', '\nSambal kecap: Ulek kasar cabai, bawang putih, bawang merah, dan garam. Aduk rata bersama Bango Kecap Manis dan tomat. Sisihkan.\n', '\nPanaskan minyak, celupkan tempe ke dalam adonan tepung. Goreng tempe secara bertahap di atas api sedang hingga matang. Angkat.\n', '\nSajikan tempe bersama cocolan sambal kecap.\n']"
"['Resep Smoothie Bowl Mango Yoghurt, Inspirasi Buat Pencinta Mangga']","['\n500\n\n                        g daging buah mangga beku                        \n', '\n100\n\n                        g yoghurt                        \n', '\n300\n\n                        ml Buavita Mango \n', '\n300\n\n                        g daging buah mangga, potong kotak kecil                        \n', '\n1\n\n                        buah pisang, iris bulat                        \n', '\n1\n\n                        buah kiwi, kupas, iris tipis                        \n', '\n70\n\n                        g raspberry                        \n', '\n70\n\n                        g blueberry                        \n', '\n6\n\n                        buah stroberi, iris                        \n', '\n80\n\n                        g nata de coco                        \n', '\n50\n\n                        g kacang mede panggang, cincang kasar                        \n', '\n1\n\n                        sdm chia seed                        \n', '\n2\n\n                        sdm madu                        \n']","['\nCompote mangga: Masak Buavita Mango bersama daging buah mangga di atas api kecil hingga mangga layu. Angkat. Diamkan hingga tidak panas. Sisihkan.\n', '\nSmoothies mangga: Blender mangga beku, yogurt, dan separuh bagian compote mangga hingga halus.\n', '\nTuang ke dalam mangkuk saji. Beri compote mangga dan tata semua bahan topping ke atasnya.\n', '\nSajikan.\n']"
['Resep Lumpia Semarang Vegetarian untuk Menu Camilan di Rumah'],"['\n8\n\n                        lembar kulit lumpia ukuran besar                        \n', '\n1\n\n                        putih telur, untuk olesan                        \n', '\n\n\n                        minyak, untuk menggoreng                        \n', '\n400\n\n                        g rebung, rebus, potong korek api                        \n', '\n2\n\n                        buah wortel, potong korek api                        \n', '\n1\n\n                        buah labu siam, kupas, potong korek api                        \n', '\n1\n\n                        sdm Royco Kaldu Jamur \n', '\n1\n\n                        sdm Bango Kecap Manis \n', '\n½\n\n                        sdt merica putih bubuk                        \n', '\n½\n\n                        sdt garam                        \n', '\n2\n\n                        batang daun bawang, iris tipis                        \n', '\n12\n\n                        butir bawang merah                        \n', '\n6\n\n                        siung bawang putih                        \n', '\n1\n\n                        sdt ketumbar bubuk                        \n', '\n80\n\n                        ml air                        \n', '\n2\n\n                        siung bawang putih, cincang                        \n', '\n65\n\n                        g gula merah, sisir                        \n', '\n¼\n\n                        sdt ebi, haluskan                        \n', '\n½\n\n                        sdt garam                        \n', '\n1\n\n                        sdm Bango Kecap Manis Light \n', '\n170\n\n                        ml air                        \n', '\n1\n\n                        sdm tepung maizena, larutkan dengan 3 sdm air                        \n', '\n\n\n                        lokio                        \n', '\n\n\n                        cabai rawit hijau                        \n']","['\nPanaskan minyak, tumis bumbu halus hingga harum.\n', '\nMasukkan rebung, wortel, dan labu siam, aduk. Tambahkan garam, merica, Bango Kecap Manis, dan Royco Kaldu Jamur. Tumis hingga matang. Tambahkan daun bawang, aduk hingga layu. Angkat. Sisihkan.\n', '\nAmbil 1 lembar kulit lumpia, taruh 1 sdm bahan isi. Gulung membentuk silinder, lalu rekatkan dengan putih telur. Ulangi proses serupa pada sisa bahan. Sisihkan.\n', '\nSaus lumpia: Masak semua bahan termasuk Bango Kecap Manis Light di atas api kecil hingga mengental. Angkat. Sisihkan.\n', '\nPanaskan minyak, goreng lumpia hingga matang dan garing. Angkat. Sajikan dengan saus lumpia dan pelengkap.\n']"
"['Resep Semur Ayam dan Nasi Minyak, Masakan Khas Samarinda Wajib Coba']","['\n½\n\n                        ekor ayam, potong-potong                        \n', '\n6\n\n                        sdm Bango Kecap Manis \n', '\n¼\n\n                        sdt cuka                        \n', '\n2\n\n                        lembar daun salam, sobek-sobek                        \n', '\n800\n\n                        ml air                        \n', '\n8\n\n                        butir bawang merah, iris                        \n', '\n3\n\n                        siung bawang putih, iris                        \n', '\n½\n\n                        sdt pala bubuk                        \n', '\n¼\n\n                        sdt merica putih bubuk                        \n', '\n¼\n\n                        sdt garam                        \n', '\n\n\n                        minyak, untuk menggoreng                        \n']","['\nLumuri daging ayam dengan Bango Kecap Manis dan daun salam hingga merata. Diamkan hingga meresap.\n', '\nRebus daging ayam, sisihkan.\n', '\nGoreng bawang putih dan bawang merah hingga harum dan kecokelatan. Masukkan ke dalam rebusan daging ayam bersama sisa semua bahan.\n', '\nMasak daging ayam hingga matang, angkat. Sajikan bersama nasi minyak.\n']"
"['Resep Ayam Goreng Crispy, Menu Buka Puasa Paling Seru']","['\n4\n\n                        buah paha ayam, tusuk-tusuk dengan garpu                        \n', '\n1\n\n                        sdt Royco Kaldu Ayam \n', '\n\n\n                        merica putih bubuk                        \n', '\n2\n\n                        butir telur ayam, kocok lepas                        \n', '\n300\n\n                        ml minyak, untuk menggoreng                        \n', '\n\n\nJawara Saus Sambal Hot \n', '\n130\n\n                        g tepung terigu serbaguna                        \n', '\n70\n\n                        g tepung beras                        \n', '\n2\n\n                        sdm bawang putih bubuk                        \n', '\n2\n\n                        sdm paprika bubuk                        \n', '\n2\n\n                        sdt garam                        \n', '\n1\n\n                        sdt merica putih bubuk                        \n']","['\nDi dalam wadah, lumuri ayam dengan Royco Kaldu Ayam dan merica, diamkan selama 15 menit\n', '\nAmbil 1 potong ayam, lumuri dengan tepung pelapis, lalu celupkan ke telur. Lumuri sekali lagi dengan tepung pelapis. Padatkan tepung sambil dicubit. Ulangi hingga habis.\n', '\nGoreng ayam di dalam minyak panas hingga matang dan berwarna kecoklatan. Angkat, tiriskan.\n', '\nSajikan segera ditemani dengan Saus Sambal Jawara Hot.\n']"
"['Resep Rendang Manis, Pilihan Memasak Tepat Saat Berakhir Pekan']","['\n1\n\n                        kg daging sapi, potong dadu                        \n', '\n1.5\n\n                        l santan kental                        \n', '\n1\n\n                        lembar daun kunyit                        \n', '\n1\n\n                        ruas lengkuas                        \n', '\n50\n\n                        ml Bango Kecap Manis \n', '\n\n\n                        garam, secukupnya                        \n', '\n5\n\n                        lembar daun jeruk                        \n', '\n100\n\n                        g cabai merah                        \n', '\n100\n\n                        g bawang merah                        \n', '\n4\n\n                        siung bawang putih                        \n', '\n1\n\n                        ruas jahe                        \n']","['\nTumis bumbu halus hingga harum. Angkat dan sisihkan.\n', '\nRebus santan hingga mendidih kurang lebih selama 10 menit. Tambahkan bumbu halus yang sudah matang, daun jeruk, daun kunyit, dan lengkuas. Aduk hingga rata.\n', '\nMasukkan daging sapi, lalu aduk. Tambahkan Bango Kecap Manis, aduk kembali hingga merata.\n', '\nMasak hingga air menyusut, kurang lebih selama satu jam.\n', '\nAngkat, dan sajikan dengan nasi hangat.\n']"
"['Resep Iga Bakar Trimurti, Begitu Lezat dan Meresap']","['\n600\n\n                        g iga sapi                        \n', '\n8\n\n                        siung bawang putih                        \n', '\n12\n\n                        butir bawang merah                        \n', '\n6\n\n                        ruas lengkuas, keprek                        \n', '\n6\n\n                        ruas jahe, keprek                        \n', '\n8\n\n                        lembar daun salam                        \n', '\n\n\n                        garam                        \n', '\n\n\n                        air                        \n', '\n10\n\n                        siung bawang putih, cincang halus                        \n', '\n10\n\n                        buah cabai rawit, cincang halus                        \n', '\n1.5\n\n                        sdm garam                        \n', '\n10\n\n                        sdm Bango Kecap Manis \n', '\n3\n\n                        sdm air jeruk nipis                        \n', '\n\n\n                        minyak kelapa murni                        \n']","['\nSiapkan panci besar. Isi dengan air, bumbu, dan daging iga. Masak menggunakan pressure cooker selama 45 menit.\n', '\nSiapkan bumbu marinasi: Dalam sebuah mangkuk, masukkan bawang putih, garam, air jeruk, cabai, Bango Kecap Manis, dan minyak kelapa murni. Aduk rata.\n', '\nSetelah matang, keluarkan iga dan tiriskan.\n', '\nBalur iga dengan bumbu marinasi yang buat di mangkuk. Diamkan selama kurang lebih 1 – 2 menit. Lalu masukkan ke dalam freezer selama 20 – 30 menit.\n', '\nPanggang iga di atas bara atau papan panggangan sambil diolesi sisa bumbu marinasi. Sajikan.\n']"
"['Resep Ulukuteuk Leunca, Hidangan Pendamping Lezat khas Sunda']","['\n200\n\n                        g oncom yang sudah dicuci bersih dan dikikis bagian luarnya, hancurkan                        \n', '\n200\n\n                        g leunca                        \n', '\n3\n\n                        lembar daun salam                        \n', '\n4\n\n                        cm lengkuas, memarkan                        \n', '\n2\n\n                        batang serai, memarkan                        \n', '\n300\n\n                        ml air                        \n', '\n1\n\n                        batang bawang daun, iris                        \n', '\n1\n\n                        sdm Bango Kecap Manis \n', '\n1\n\n                        sdt garam                        \n', '\n½\n\n                        sdt Royco Kaldu Ayam \n', '\n50\n\n                        g daun kemangi                        \n', '\n3\n\n                        sdm minyak, untuk menumis                        \n', '\n10\n\n                        buah cabai rawit merah                        \n', '\n5\n\n                        buah cabai merah keriting                        \n', '\n8\n\n                        butir bawang merah                        \n', '\n3\n\n                        siung bawang putih                        \n', '\n4\n\n                        cm kencur                        \n']","['\nPanaskan minyak, tumis bumbu halus hingga harum. Masukkan oncom, daun salam, lengkuas, dan serai, aduk rata.\n', '\nTuang\xa0air,\xa0Bango\xa0Kecap\xa0Manis, garam, dan\xa0Royco\xa0Kaldu\xa0Ayam.\xa0\xa0\n', '\nMasukkan\xa0sisa\xa0bahan.\xa0Masak\xa0sambil\xa0diaduk\xa0sesekali\xa0hingga\xa0kering.\xa0Angkat.\xa0Sajikan.\n']"
"['Resep Eclair Custard Chocolate Milk Tea, Inspirasi Dessert Wajib Coba']","['\n160\n\n                        ml air                        \n', '\n½\n\n                        sdt garam                        \n', '\n80\n\n                        g mentega                        \n', '\n120\n\n                        g tepung terigu                        \n', '\n3\n\n                        butir telur ayam                        \n', '\n400\n\n                        ml susu cair                        \n', '\n80\n\n                        g cokelat masak pekat, sisir                        \n', '\n3\n\n                        butir kuning telur                        \n', '\n3\n\n                        bungkus SariWangi Milk Tea Teh Tarik \n', '\n¼\n\n                        sdt ekstrak vanilla                        \n', '\n1.5\n\n                        sdm tepung maizena                        \n', '\n\n\n                        Cokelat pekat, lelehkan                        \n', '\n\n\n                        Gula bubuk                        \n']","['\nPanaskan oven pada suhu 190˚ C. Sisihkan.\n', '\nAdonan eclair: Masak air, mentega, dan garam hingga mendidih. Matikan api. Masukkan tepung terigu, aduk cepat menggunakan spatula hingga tercampur rata.\xa0Masak kembali di atas api kecil sambil diaduk cepat hingga adonan kalis atau licin. Angkat.\n', '\nBiarkan hingga tidak panas. Masukkan telur satu per satu hingga tercampur rata. Masukkan adonan ke dalam plastik segitiga yang sudah diberi spuit bintang di bagian ujungnya.\n', '\nSemprotkan adonan ke atas loyang sepanjang 8 cm. Beri jarak masing-masing adonan.\n', '\nPanggang dalam oven panas selama 35-40 menit. Keluarkan. Sisihkan.\n', '\nCustard chocolate milk tea: Masak SariWangi Milk Tea Teh Tarik bersama semua bahan custard kecuali mentega. Masak sambil diaduk hingga meletup. Angkat. Saring selagi panas. Tambahkan mentega, aduk rata. Diamkan hingga tidak panas. Masukkan ke dalam kantung plastik segitiga yang diberi spuit di bagian ujungnya. Sisihkan.\n', '\nAmbil 1 éclair, lubangi salah satu sisinya menggunakan ujung pisau kecil. Ulangi proses serupa pada sisa eclair.\n', '\nSemprotkan custard chocolate milk tea ke dalam masing-masing eclair. Kemudian hiasi eclair dengan topping. Sajikan.\n']"
"['Resep Kering Tempe Teri, Hidangan Rumahan yang Tak Lekang Waktu']","['\n500\n\n                        g tempe, potong korek api                        \n', '\n50\n\n                        g kacang tanah                        \n', '\n100\n\n                        g ikan teri segar                        \n', '\n5\n\n                        butir bawang merah, iris tipis                        \n', '\n4\n\n                        siung bawang putih, iris tipis                        \n', '\n4\n\n                        buah cabai merah, iris serong                        \n', '\n2\n\n                        buah cabai rawit merah, iris                        \n', '\n3\n\n                        sdm Bango Kecap Manis \n', '\n½\n\n                        sdt Royco Kaldu Ayam \n', '\n\n\n                        minyak, untuk menggoreng                        \n']","['\nPanaskan minyak, goreng tempe, kacang tanah, dan ikan teri secara bergantian hingga garing. Tiriskan dan sisihkan.\n', '\nPanaskan 3 sdm minyak di atas api sedang. Tumis bawang merah dan bawang putih hingga harum.\xa0Masukkan cabai merah dan cabai rawit, tumis hingga matang.\n', '\nTambahkan Bango Kecap Manis dan Royco Kaldu Ayam, aduk rata.\n', '\nMasukkan tempe, teri, dan kacang, masak hingga bumbu meresap. Angkat dan sajikan.\n']"
"['Resep Sop Kaki Sapi, Sajian Terfavorit Ketika Malam Tiba']","['\n750\n\n                        g kaki atau kikil sapi                        \n', '\n2\n\n                        L air                        \n', '\n2\n\n                        butir cengkih                        \n', '\n¼\n\n                        butir biji pala                        \n', '\n4\n\n                        cm kayu manis                        \n', '\n3\n\n                        cm jahe, memarkan                        \n', '\n100\n\n                        ml susu cair                        \n', '\n½\n\n                        sdt merica putih bubuk                        \n', '\n2\n\n                        sdt garam                        \n', '\n2\n\n                        sdm Bango Kecap Manis \n', '\n1\n\n                        sdm minyak samin                        \n', '\n2\n\n                        buah jeruk limau, ambil airnya                        \n', '\n3\n\n                        buah tomat, iris kasar                        \n', '\n2\n\n                        batang daun bawang, iris halus                        \n', '\n2\n\n                        batang daun seledri, iris halus                        \n', '\n2\n\n                        sdm bawang merah goreng                        \n', '\n100\n\n                        g emping                        \n']","['\nRebus kaki atau kikil sapi bersama rempah-rempah seperti cengkih, pala, kayu manis serta jahe hingga matang dan empuk.\n', '\nSetelah selesai direbus, sisihkan kaldu sebanyak 1,5 liter.\n', '\nAngkat kaki atau kikil sapi dan potong-potong. Jerangkan kaldu dan masukkan kaki atau kikil. Kembali didihkan.\n', '\nKali ini tambahkan susu pada kaldu beserta merica, garam, Bango Kecap Manis, dan minyak samin. Tambahkan dengan perasan jeruk limau. Aduk rata kemudian angkat. Sajikan.\n']"
['Resep Semur Daging Betawi untuk Hidangan Sekeluarga'],"['\n500\n\n                        g daging sapi sengkel                        \n', '\n400\n\n                        g kentang potong dadu dan goreng hingga matang                        \n', '\n3\n\n                        lembar daun salam                        \n', '\n2\n\n                        batang serai                        \n', '\n4\n\n                        cm kayu manis                        \n', '\n3\n\n                        biji kapulaga                        \n', '\n2\n\n                        biji bunga peka                        \n', '\n⅓\n\n                        biji pala                        \n', '\n3\n\n                        batang cengkeh                        \n', '\n1\n\n                        sdm Royco Kaldu Sapi \n', '\n220\n\n                        ml Bango Kecap Manis \n', '\n3\n\n                        cm lengkuas                        \n', '\n1\n\n                        sdm bawang merah goreng                        \n', '\n500\n\n                        ml air                        \n', '\n7\n\n                        siung bawan merah                        \n', '\n5\n\n                        siung bawang putih                        \n', '\n4\n\n                        cm jahe                        \n', '\n1\n\n                        sdm ketumbar                        \n', '\n¼\n\n                        sdm merica putih bubuk                        \n', '\n¼\n\n                        sdm jintan                        \n', '\n4\n\n                        butir kemiri                        \n']","['\nSangrai semua bahan bumbu halus sampai harum, kemudian haluskan.\n', '\nMarinate daging sapi dengan bumbu halus dan bumbu iris hingga tercampur dengan rata. Lalu tambahkan daun salam, serai, kayu manis, kapulaga, bunga peka, biji pala, cengkeh, Royco rasa sapi, lengkuas, dan kecap manis Bango, kemudian aduk rata, dan beri 2 sdm minyak goreng.\n', '\nMasak daging sapi yang sudah dimarinasi dengan api sedang, masak hingga bumbu harum dan matang, sambil sesekali diaduk.\nLalu, tambahkan 550 ml air ke dalamnya. Masak selama 20 menit hingga daging menjadi \xa0empuk.\n', '\nSetelah daging menjadi empuk, masukkan kentang yang sudah digoreng, lalu masak kembali. hingga kentang dan daging matang.\n', '\nAngkat dan sajikan di piring saji dengan taburan bawang goreng.\n']"
"['Resep Kikil Tempe Tumis, Meriahkan Segenap Sajian di Meja Makan']","['\n200\n\n                        g kikil, rebus, potong-potong                        \n', '\n150\n\n                        g tempe, potong kotak, goreng                        \n', '\n2\n\n                        siung bawang putih, iris                        \n', '\n6\n\n                        butir bawang merah, iris                        \n', '\n3\n\n                        buah cabai merah besar, potong-potong                        \n', '\n2\n\n                        lembar daun salam                        \n', '\n1\n\n                        batang serai, memarkan                        \n', '\n5\n\n                        sdm Bango Kecap Manis \n', '\n1\n\n                        sdt garam                        \n', '\n½\n\n                        sdt Royco Kaldu Sapi \n', '\n1\n\n                        sdm minyak, untuk menumis                        \n']","['\nPanaskan minyak, tumis bawang putih, bawang merah, daun salam, dan serai sampai harum.\n', '\nMasukkan kikil dan tempe, aduk rata.\n', '\nMasukkan garam, Royco Kaldu Sapi, gula pasir, dan Bango Kecap Manis. Aduk rata.\n', '\nMasak hingga matang dan meresap. Sajikan.\n']"
"['Resep Pangsit Kuah, Santap Sore Kini Jadi Lebih Menyenangkan']","['\n18\n\n                        lembar kulit pangsit                        \n', '\n150\n\n                        g fillet daging ayam tanpa kulit, giling                        \n', '\n50\n\n                        g udang, cincang halus                        \n', '\n1\n\n                        butir telur ayam                        \n', '\n1\n\n                        batang daun bawang, iris halus                        \n', '\n1\n\n                        buah bawang bombay kecil, cincang halus                        \n', '\n2\n\n                        buah bawang putih, cincang halus                        \n', '\n50\n\n                        g tepung sagu                        \n', '\n½\n\n                        sdt gula pasir                        \n', '\n¼\n\n                        sdt merica putih bubuk                        \n', '\n2\n\n                        sdt Royco Kaldu Ayam \n', '\n1\n\n                        butir telur, gunakan putih telur untuk perekat                        \n', '\n1.5\n\n                        L air                        \n', '\n2.5\n\n                        sdm Royco Kaldu Ayam \n', '\n2\n\n                        batang daun seledri, iris                        \n', '\n4\n\n                        lembar sawi hijau, potong-potong                        \n', '\n1\n\n                        sdt gula pasir                        \n', '\n4\n\n                        butir bawang merah, haluskan                        \n', '\n2\n\n                        siung bawang putih, haluskan                        \n', '\n½\n\n                        sdt merica putih bubuk                        \n', '\n1\n\n                        sdm minyak sayur                        \n', '\n\n\n                        bawang merah goreng                        \n']","['\nCara membuat pangsit: Dalam wadah, campur semua bahan menjadi adonan – kecuali kulit pangsit dan putih telur.\n', '\nAmbil selembar kulit pangsit. Letakkan 1 sdm adonan di tengahnya. Olesi perekat putih telur di sekeliling kulit pangsit, lipat menjadi bentuk segitiga, lalu satukan ujungnya. Lakukan hingga semua adonan habis.\n', '\nDidihkan air di panci dengan api sedang. Rebus pangsit hingga matang dan mengapung. Angkat dan tiriskan.\n', '\nCara membuat kuah: Dalam panci, didihkan air, tambahkan Royco Kaldu Ayam dan gula. Aduk hingga tercampur rata. Di wajan lain, tumis bawang merah dan bawang putih hingga harum, lalu masukkan tumisan ke dalam rebusan kaldu. Aduk rata.\n', '\nMasukkan sawi hijau dan seledri ke dalam kuah. Aduk rata. Masak selama beberapa detik hingga sawi terlihat empuk. Matikan api.\n', '\nTata pangsit di dalam mangkuk saji, lalu siram dengan kuahnya. Taburi dengan bawang goreng. Sajikan.\n']"
